Name_Station,Venue_Name,Venue_Address,Venue_Distance,Venue_Phone,Venue_Rating,Venue_Price,Venue_Review_Count,Venue_URL,Venue_Subcategory,Venue_Category
West-Side JOCO Concierge,Residence Inn by Marriott New York Manhattan/Central Park,1717 Broadway,1018.4496582188322,(212) 324-3774,3.9,$$,106,https://www.marriott.com/en-us/hotels/nycpr-residence-inn-new-york-manhattan-central-park/overview/,Hotels,hotel
West-Side JOCO Concierge,Renaissance New York Times Square Hotel,Two Times Square 714 Seventh Avenue At W 48th St,1132.3962397382008,(212) 765-7676,3.9,$$$,244,https://www.marriott.com/setSCtracking.mi?scid=dfedf519-6161-4ae6-be84-577f767ed579&mid=%2Fhotels%2Ftravel%2FNYCRT,Hotels,hotel
West-Side JOCO Concierge,Ink 48 Hotel,653 11th Ave,268.2041677632807,(212) 757-0088,3.8,$$,555,https://www.ink48.com?utm_source=yelp.com&utm_medium=business+listing&utm_campaign=profile+url,Hotels,hotel
West-Side JOCO Concierge,Pod Times Square Hotel,400 W 42nd St,918.7088581690979,(844) 763-7666,3.7,$$,181,https://thepodhotel.com/pod-times-square/,Hotels,hotel
West-Side JOCO Concierge,Fairfield Inn & Suites - Marriott,538 W 58th St,576.7098185194689,(855) 816-6193,3.7,$$,81,https://ad.doubleclick.net/ddm/trackclk/N4406.128182.YELP/B30662500.377831414;dc_trk_aid=568947442;dc_trk_cid=201015580;dc_lat=;dc_rdid=;tag_for_child_directed_treatment=;tfua=;ltd=;dc_tdv=1?https://www.marriott.com/en-us/hotels/nycft-fairfield-inn-and-suites-new-york-manhattan-central-park/overview/?scid=c71c00c9-6483-4d72-b4d2-902bf90022da&utm_source=%7b%7bts%7d%7d&pid=yelptb,Hotels,hotel
West-Side JOCO Concierge,Kimpton Hotel Theta,851 Eighth Ave,824.9647951529014,(212) 581-4100,3.7,$$,273,https://www.hilton.com/en/hotels/nycmthx-hampton-manhattan-times-square-north/,Hotels,hotel
West-Side JOCO Concierge,The Moderne Hotel,243 W 55th St,972.9958955490434,(212) 397-6767,3.7,$$,110,https://www.modernehotelnyc.com,Hotels,hotel
West-Side JOCO Concierge,Courtyard by Marriott New York Manhattan/Central Park,1717 Broadway,1019.6020925650872,(855) 816-6193,3.6,$$$,174,https://ad.doubleclick.net/ddm/trackclk/N4406.128182.YELP/B30662500.377831414;dc_trk_aid=568947442;dc_trk_cid=201015580;dc_lat=;dc_rdid=;tag_for_child_directed_treatment=;tfua=;ltd=;dc_tdv=1?https://www.marriott.com/en-us/hotels/nycpk-courtyard-new-york-manhattan-central-park/overview/?scid=c71c00c9-6483-4d72-b4d2-902bf90022da&utm_source=%7b%7bts%7d%7d&pid=yelptb,Hotels,hotel
West-Side JOCO Concierge,InterContinental New York Times Square,300 W 44th St,988.3427759618304,(212) 803-4500,3.5,$$$,385,https://www.ihg.com/intercontinental/hotels/us/en/new-york/nychc/hoteldetail,Hotels,hotel
West-Side JOCO Concierge,Romer Times Square,790 8th Ave,890.7829462045094,(212) 581-7000,3.5,$$,383,https://www.hilton.com/en/hotels/nycmwgi-hilton-garden-inn-times-square/,Hotels,hotel
West-Side JOCO Concierge,JBL Live at Pier 97,12th Ave & W 58th St,594.613100722571,(212) 627-2020,3.5,$$,11,http://www.hudsonriverpark.org/events/series/jbl-live-at-pier-97,Music Venues,park
West-Side JOCO Concierge,Fine And Dandy,445 W 49th St,409.1104243913988,(212) 247-4847,5.0,$$,52,http://fineanddandyshop.com,Accessories,shopping
West-Side JOCO Concierge,Domus Unaffected Living,413 W 44th St,735.5649290531256,(212) 581-8099,4.9,$$,71,http://www.domusnewyork.com,Home Decor,shopping
West-Side JOCO Concierge,ScentElate,313 W 48th St,805.9682727612101,(212) 258-3043,4.8,$$,180,http://www.scentelate.com/,Spiritual Shop,shopping
West-Side JOCO Concierge,Framing On 9th,774 9th Ave 51st & 52st,598.4978823530507,(212) 765-0899,4.8,$$,93,http://www.framingon9th.com/,Framing,shopping
West-Side JOCO Concierge,Thriftway Pharmacy NYC,646 10th Ave,540.23279789941,(212) 956-1100,4.7,$$,20,http://www.thriftwaynyc.com,Drugstores,shopping
West-Side JOCO Concierge,Bowen Pharmacy,881 10th Ave Frnt 3,410.1838245516822,(212) 956-9111,4.6,$$,14,,Drugstores,shopping
West-Side JOCO Concierge,Mandu Apparel Kpop Store,1000 8th Ave,956.9187187175236,,4.5,$$$$,12,https://www.mandukpop.com,"Books, Mags, Music & Video",shopping
West-Side JOCO Concierge,The Faerie Den,W 55th St,902.8411063064183,(917) 406-0225,4.5,$$,8,http://thefaerieden.com,Spiritual Shop,shopping
West-Side JOCO Concierge,Penguin Random House,1745 Broadway,1009.6765469920774,(212) 782-9000,4.8,$$,4,https://global.penguinrandomhouse.com,"Books, Mags, Music & Video",shopping
West-Side JOCO Concierge,ARK Restoration & Design,250 W 54th St,949.6776941229105,(212) 244-1028,4.8,$$,4,http://arkrestoration.net/,Antiques,shopping
West-Side JOCO Concierge,Bra Tenders,630 9th Ave,787.2865516038106,(212) 957-7000,4.5,$$$,165,https://bratenders.com,Lingerie,shopping
West-Side JOCO Concierge,Delphinium Home,353 W 47th St,690.1985734550445,(212) 333-7732,4.5,$$,84,http://www.delphiniumhome.com,Home Decor,shopping
West-Side JOCO Concierge,Couture du Jour,349 W 44th St,832.9599585282533,(646) 649-2119,4.3,$$,15,http://couturedujournyc.com,Women's Clothing,shopping
West-Side JOCO Concierge,Line Friends,1515 Broadway,1212.4244149217327,(646) 590-2463,4.3,$$$,273,https://store.linefriends.com,Toy Stores,shopping
West-Side JOCO Concierge,Ground Central,888 8th Ave,874.1543090771396,(917) 409-0147,4.3,$$,306,https://groundcentral.com,Coffee & Tea,shopping
West-Side JOCO Concierge,Jo Malone London,10 Columbus Cir,964.3025496852424,(212) 315-9787,4.3,$$$,23,https://www.jomalone.com?utm_source=yelp&utm_medium=yelp&utm_campaign=yelp,Cosmetics & Beauty Supply,shopping
West-Side JOCO Concierge,Moleskine,10 Columbus Cir,998.4752179578176,(646) 467-5246,4.3,$$,8,http://www.moleskine.com,Cards & Stationery,shopping
West-Side JOCO Concierge,Bite Delight,732 10th Ave,331.6405219723514,(212) 977-3500,4.2,$$,13,,Delis,shopping
West-Side JOCO Concierge,Esco Drug Company,687 9th Ave,625.7632644779325,(212) 246-8169,4.2,$$,57,http://escopharmacy.com/,Drugstores,shopping
West-Side JOCO Concierge,Champion Stamp Co,432 W 54th St,475.6282765361425,(212) 489-8130,4.1,$$,15,http://www.championstamp.com,Hobby Shops,shopping
West-Side JOCO Concierge,Hershey’s Chocolate World,701 7th Ave,1185.1364247644856,(212) 581-9100,4.3,$$,188,https://www.hersheys.com/chocolateworld/en_us/locations/new-times-square.html,Chocolatiers & Shops,supermarket
West-Side JOCO Concierge,Westerly Natural Market,911 8th Ave,852.3801030164121,(212) 586-5262,4.0,$$,431,http://www.westerlynaturalmarket.com,Health Markets,supermarket
West-Side JOCO Concierge,Ninth Avenue Vintner,669 9th Ave,667.2250362999605,(212) 664-9463,3.9,$$,90,http://www.evintner.com,"Beer, Wine & Spirits",supermarket
West-Side JOCO Concierge,Big Apple Meat Market,577 9th Ave,937.0673985457635,(212) 563-2555,3.8,$,141,https://www.bigapplemeatmarket.com,Meat Shops,supermarket
West-Side JOCO Concierge,The Market At Mercedes House,550 W 54th St,251.6381809099496,(212) 757-4545,3.7,$,83,http://themhmarket.com,Grocery,supermarket
West-Side JOCO Concierge,M&M'S World,1600 Broadway,1096.0265508958403,(212) 295-3850,3.7,$$,701,https://www.mms.com/en-us/mms-store-new-york,Candy Stores,supermarket
West-Side JOCO Concierge,Green Emporium,791 8th Ave,854.9951631235292,(212) 245-7270,3.6,$$,17,,Grocery,supermarket
West-Side JOCO Concierge,Brooklyn Fare,75 W End Ave,886.9113129342697,(718) 614-4957,3.6,$$,21,https://www.brooklynfare.com,Grocery,supermarket
West-Side JOCO Concierge,Amish Market West,731 9th Ave,553.6451444017998,(212) 245-2360,3.5,$$,241,http://amishfinefood.com,Fruits & Veggies,supermarket
West-Side JOCO Concierge,Bread & Honey,941 8th Ave,903.3948191278146,(212) 245-0007,3.4,$$,130,http://breadandhoneynyc.com/,Grocery,supermarket
West-Side JOCO Concierge,Whole Foods Market,10 Columbus Cir,962.3191047497315,(212) 823-9600,3.4,$$,889,https://www.wholefoodsmarket.com/stores/columbuscircle,Grocery,supermarket
West-Side JOCO Concierge,Williams-Sonoma,10 Columbus Cir,969.6382703574329,(212) 581-1146,3.3,$$$,110,https://www.williams-sonoma.com,Specialty Food,supermarket
West-Side JOCO Concierge,SUNAC Natural Market,600 W 42nd St,744.9455859475822,(212) 695-9292,3.3,$$,219,http://www.sunacnatural.com,Grocery,supermarket
West-Side JOCO Concierge,Gracefully,101 W End Ave,1081.777165769707,(212) 877-1110,3.2,$$,87,,Grocery,supermarket
West-Side JOCO Concierge,Hudson Market,601 W 57th St,513.7549401056133,(212) 757-2893,3.0,$$,51,https://www.thehudsonmarket.com,Organic Stores,supermarket
West-Side JOCO Concierge,Gourmet Garage,155 W 66th St,1283.5624294595336,(212) 595-5850,2.6,$$,92,http://www.gourmetgarage.com/,Specialty Food,supermarket
West-Side JOCO Concierge,D'Agostino,815 10th Ave,398.0386541422904,(646) 215-7781,2.5,$$$,68,http://www.dagnyc.com,Grocery,supermarket
West-Side JOCO Concierge,The Food Emporium,810 8th Ave,878.1042479379837,(212) 977-1710,2.4,$$,207,http://www.keyfood.com,Grocery,supermarket
West-Side JOCO Concierge,Morton Williams,917 Ninth Avenue,802.0304205016618,(212) 586-8784,2.2,$$,55,http://www.mortonwilliams.com,Grocery,supermarket
West-Side JOCO Concierge,Gristede's,907 8th Ave,853.2240958111457,(212) 582-5873,2.1,$$,52,http://www.gristedes.com,Grocery,supermarket
West-Side JOCO Concierge,Framing On 9th,774 9th Ave 51st & 52st,598.4978823530507,(212) 765-0899,4.8,$$,93,http://www.framingon9th.com/,Framing,museum
West-Side JOCO Concierge,JMC Custom Framing,676A 9th Ave,687.5466164972553,(212) 977-8877,4.6,$$,27,http://www.customframesnyc.com,Framing,museum
West-Side JOCO Concierge,Lincoln Center,70 Lincoln Center Plz,1193.6426747401592,(212) 875-5000,4.5,$$$,305,http://lc.lincolncenter.org,Performing Arts,museum
West-Side JOCO Concierge,Birdland,315 W 44th St,943.7454698007166,(212) 581-3080,4.1,$$$,414,https://www.birdlandjazz.com,Jazz & Blues,museum
West-Side JOCO Concierge,West Bank Cafe,407 W 42nd St,867.6076983152564,(212) 695-6909,3.9,$$,292,https://www.westbankcafe.com,New American,museum
West-Side JOCO Concierge,Swing 46,349 W 46th St,771.8795203007078,(212) 262-9554,3.6,$$$,331,https://swing46.nyc,New American,museum
West-Side JOCO Concierge,Sony Hall,235 W 46th St,987.3805127917213,(212) 997-5123,3.5,$$$,142,https://sonyhall.com,Music Venues,museum
West-Side JOCO Concierge,Lincoln Center,70 Lincoln Center Plz,1193.6426747401592,(212) 875-5000,4.5,$$$,305,http://lc.lincolncenter.org,Performing Arts,cinema
West-Side JOCO Concierge,Alice Tully Hall,1941 Broadway,1271.1165032083884,(212) 721-6500,4.5,$$,34,http://www.lincolncenter.org/venue/alice-tully-hall,Music Venues,cinema
West-Side JOCO Concierge,Actors' Temple,339 W 47th St,741.0454585871568,(212) 245-6975,4.5,$$,22,,Synagogues,cinema
West-Side JOCO Concierge,Jazz at Lincoln Center - Rose Theater,33 W 60th St,993.1381310968184,(212) 721-6500,4.3,$$$,35,http://www.jalc.org,Music Venues,cinema
West-Side JOCO Concierge,Bar Nine,807 9th Ave,582.4584662352347,(212) 399-9336,3.7,$$,422,http://www.bar9ny.com,Music Venues,cinema
West-Side JOCO Concierge,Green Fig,570 10th Ave,838.7271500528979,(917) 239-6560,3.3,$$,158,https://www.greenfignyc.com,New American,cinema
West-Side JOCO Concierge,Terminal 5,610 W 56th St,364.0827069665409,(212) 582-6600,2.8,$$,822,http://www.terminal5nyc.com,Music Venues,cinema
West-Side JOCO Concierge,Broadway Comedy Club,318 W 53rd St,777.3120730902834,(212) 757-2323,2.3,$$,615,http://www.broadwaycomedyclub.com,Comedy Clubs,cinema
West-Side JOCO Concierge,Cinema Verite,457 W 50th St,341.8714684445094,(212) 226-1124,2.5,$,2,,Art Galleries,cinema
West-Side JOCO Concierge,Harlem Spirituals / New York Visions,690 8th Ave,1053.2989464677917,(212) 391-0900,4.3,$$,7,http://www.harlemspirituals.com/,Tours,bus
West-Side JOCO Concierge,Classical Guitar School of New York,244 W 54th St,968.5255970419252,(718) 897-0991,5.0,$$,5,http://www.classicalguitarny.com/,Art Schools,school
West-Side JOCO Concierge,The School For Strings,419 W 54th St,527.2138861953473,(212) 315-0915,3.3,$$$,4,http://www.schoolforstrings.org,Musical Instruments & Teachers,school
"Icon Pkg: Greenwich St, Jay Street & Duane",Drip Drop Café,107 Thompson St,1135.3285791147514,(917) 522-6616,4.8,$,60,https://www.dripdrop.nyc,Coffee & Tea,restaurant
"Icon Pkg: Greenwich St, Jay Street & Duane",L'Appart,225 Liberty St,730.0143633872879,(212) 981-8577,4.8,$$$$,147,http://www.lappartnyc.com,French,restaurant
"Icon Pkg: Greenwich St, Jay Street & Duane",Rice Kitchen,204 Spring St,986.5204964330759,(646) 609-2970,4.7,$$,186,http://www.ricekitchensoho.com,Korean,restaurant
"Icon Pkg: Greenwich St, Jay Street & Duane",Spongies Cafe,121 Baxter St,991.9781318183124,(646) 666-0036,4.7,$,224,,Cafes,restaurant
"Icon Pkg: Greenwich St, Jay Street & Duane",Spring Cafe,153D Centre St,864.55808809044,(212) 226-9669,4.7,$$,216,http://www.springcafenyc.com,Vegan,restaurant
"Icon Pkg: Greenwich St, Jay Street & Duane",Pisillo Italian Panini,97 Nassau St,852.7206344356705,(212) 227-3104,4.6,$$,730,http://www.pisillopanini.com,Italian,restaurant
"Icon Pkg: Greenwich St, Jay Street & Duane",Los Tacos No. 1,136 Church St,431.68489032190934,,4.6,$$,463,https://www.lostacos1.com,Tacos,restaurant
"Icon Pkg: Greenwich St, Jay Street & Duane",Jungsik,2 Harrison St,163.0356039167588,(212) 219-0900,4.6,$$$$,777,http://jungsik.com,Korean,restaurant
"Icon Pkg: Greenwich St, Jay Street & Duane",Suited,45 John St,980.7086848406772,,4.6,$$,154,https://www.suitednyc.com,Breakfast & Brunch,restaurant
"Icon Pkg: Greenwich St, Jay Street & Duane",La Parisienne,9 Maiden Ln,924.5672698284933,(646) 756-4911,4.6,$$,916,http://www.laparisiennenyc.com,Cafes,restaurant
"Icon Pkg: Greenwich St, Jay Street & Duane",Local & Vine,282 Hudson St,864.8228885295379,(212) 337-3414,4.5,$$,99,http://www.localandvine.com,Wine Bars,restaurant
"Icon Pkg: Greenwich St, Jay Street & Duane",Jung's Dried Beef,58 Mulberry St,987.6368455644293,(212) 732-7645,4.5,$,19,,Chinese,restaurant
"Icon Pkg: Greenwich St, Jay Street & Duane",Shiki Omakase,71 W Houston St,1337.797885864893,(917) 808-5205,4.5,$$$$,504,https://shikiomakasenyc.com,Sushi Bars,restaurant
"Icon Pkg: Greenwich St, Jay Street & Duane",Jerrell’s BETR BRGR,117 6th Ave,816.3675995080445,,4.5,$$,159,http://Jerrellsbetrbrgr.com,Vegan,restaurant
"Icon Pkg: Greenwich St, Jay Street & Duane",Pi Bakerie,512 Broome St,893.8053759816911,(212) 226-2701,4.5,$$,336,http://www.pibakerie.com,Bakeries,restaurant
"Icon Pkg: Greenwich St, Jay Street & Duane",Lunch Truck - Halal Cart,100 Nassau St,869.9248325705257,,4.5,$,6,,Halal,restaurant
"Icon Pkg: Greenwich St, Jay Street & Duane",Bombay Biryany Cart,Broadway & Liberty St,978.8037041827646,,4.5,$,6,,Indian,restaurant
"Icon Pkg: Greenwich St, Jay Street & Duane",The Churro Man,L Train 6th Ave Station,536.2358976050796,,4.8,$,4,,Desserts,restaurant
"Icon Pkg: Greenwich St, Jay Street & Duane",YUBU SoHo,46 Grand St,772.3498381867784,(646) 454-9234,4.5,$$,79,https://www.yubu.nyc,Coffee & Tea,restaurant
"Icon Pkg: Greenwich St, Jay Street & Duane",Sam's Falafel,Cedar St And Broadway,985.3557947755015,,4.5,$,226,,Falafel,restaurant
"Icon Pkg: Greenwich St, Jay Street & Duane",Drip Drop Café,107 Thompson St,1135.3285791147514,(917) 522-6616,4.8,$,60,https://www.dripdrop.nyc,Coffee & Tea,coffee
"Icon Pkg: Greenwich St, Jay Street & Duane",Interlude Coffee & Tea,145 Hudson St,411.57167751793247,(212) 219-2067,4.7,$$,73,http://interludenyc.com,Coffee & Tea,coffee
"Icon Pkg: Greenwich St, Jay Street & Duane",Suited,45 John St,980.7086848406772,,4.6,$$,154,https://www.suitednyc.com,Breakfast & Brunch,coffee
"Icon Pkg: Greenwich St, Jay Street & Duane",La Parisienne,9 Maiden Ln,924.5672698284933,(646) 756-4911,4.6,$$,916,http://www.laparisiennenyc.com,Cafes,coffee
"Icon Pkg: Greenwich St, Jay Street & Duane",Kam Hing Bakery,118 Baxter St,955.6672243461046,(646) 552-7867,4.5,$,934,,Bakeries,coffee
"Icon Pkg: Greenwich St, Jay Street & Duane",Matto Espresso,37 John St,954.937647755448,(347) 882-8000,4.5,$,33,https://www.matto.com,Coffee & Tea,coffee
"Icon Pkg: Greenwich St, Jay Street & Duane",Pi Bakerie,512 Broome St,893.8053759816911,(212) 226-2701,4.5,$$,336,http://www.pibakerie.com,Bakeries,coffee
"Icon Pkg: Greenwich St, Jay Street & Duane",YUBU SoHo,46 Grand St,772.3498381867784,(646) 454-9234,4.5,$$,79,https://www.yubu.nyc,Coffee & Tea,coffee
"Icon Pkg: Greenwich St, Jay Street & Duane",Sawada Coffee,33 Cortlandt Aly,740.2546503679326,(917) 710-6039,4.5,$$,73,http://www.sawadacoffee.com,Coffee & Tea,coffee
"Icon Pkg: Greenwich St, Jay Street & Duane",Five & Dime,8 Park Pl,618.6642398168276,,4.4,$$,123,https://fivedime.nyc,Coffee & Tea,coffee
"Icon Pkg: Greenwich St, Jay Street & Duane",Alimama,89A Bayard St,992.4981836782376,(212) 235-7288,4.4,$$,1845,https://www.orderalimama.com,Desserts,coffee
"Icon Pkg: Greenwich St, Jay Street & Duane",Kaigo Coffee Room,120C Lafayette St,857.4511449384194,(646) 504-5353,4.3,$$,209,http://www.kaigocoffee.com,Coffee & Tea,coffee
"Icon Pkg: Greenwich St, Jay Street & Duane",MarieBelle,484 Broome St,906.2908656209527,(212) 925-6999,4.3,$$$,678,http://mariebelle.com,Chocolatiers & Shops,coffee
"Icon Pkg: Greenwich St, Jay Street & Duane",Lazy Sundaes,265 Canal St,844.0211947749135,,4.3,$$,148,http://lazysundaes.com,Bubble Tea,coffee
"Icon Pkg: Greenwich St, Jay Street & Duane",Harney & Sons SoHo,433 Broome St,1022.4776948409649,(212) 933-4853,4.3,$$,788,http://www.harney.com,Coffee & Tea,coffee
"Icon Pkg: Greenwich St, Jay Street & Duane",Laughing Man Coffee Company,184 Duane St,79.8540034202893,(212) 680-1111,4.3,$$,306,https://laughingmancoffee.com,Coffee & Tea,coffee
"Icon Pkg: Greenwich St, Jay Street & Duane",Nonna Beppa Soho,290 Hudson St,888.4438597049652,(917) 639-3996,4.3,$$,159,https://www.nonnabeppa.com,Italian,coffee
"Icon Pkg: Greenwich St, Jay Street & Duane",Blue Bottle Coffee,150 Greenwich St,810.4398615189093,(510) 653-3394,4.3,$$,163,https://bluebottlecoffee.com/us/eng,Coffee & Tea,coffee
"Icon Pkg: Greenwich St, Jay Street & Duane",Westside Coffee Shop,323 Church St,633.0943358371364,(212) 334-0185,4.2,$,100,https://westsidecafenyc.com,Coffee & Tea,coffee
"Icon Pkg: Greenwich St, Jay Street & Duane",GRECA,452 Washington St,682.2168934652576,(917) 261-4795,4.2,$$,77,https://www.grecanyc.com,Coffee & Tea,coffee
"Icon Pkg: Greenwich St, Jay Street & Duane",Local & Vine,282 Hudson St,864.8228885295379,(212) 337-3414,4.5,$$,99,http://www.localandvine.com,Wine Bars,bar
"Icon Pkg: Greenwich St, Jay Street & Duane",Whiskey Tavern,79 Baxter St,917.4609093834893,(212) 374-9119,4.5,$$,858,http://whiskeytavernnyc.com/,Whiskey Bars,bar
"Icon Pkg: Greenwich St, Jay Street & Duane",Straylight,32 Mulberry St,1010.889120096368,(646) 590-2111,4.4,$$$,36,https://jukunyc.com,Cocktail Bars,bar
"Icon Pkg: Greenwich St, Jay Street & Duane",Five & Dime,8 Park Pl,618.6642398168276,,4.4,$$,123,https://fivedime.nyc,Coffee & Tea,bar
"Icon Pkg: Greenwich St, Jay Street & Duane",Monk Mcginn's,57 Murray St,393.1185280216276,(917) 265-8961,4.4,$$,142,http://monkmcginnsnyc.com,New American,bar
"Icon Pkg: Greenwich St, Jay Street & Duane",Gran Morsi,22 Warren St,462.28347743734093,(212) 577-2725,4.4,$$$,503,http://www.granmorsi.com/,Italian,bar
"Icon Pkg: Greenwich St, Jay Street & Duane",The Greek,452 Washington St,682.2168934652576,(646) 476-3941,4.3,$$$,533,http://thegreektribeca.com,Greek,bar
"Icon Pkg: Greenwich St, Jay Street & Duane",La Sirene,558 Broome St,829.777119005756,(212) 925-3061,4.3,$$$,1714,http://www.lasirenenyc.com/,French,bar
"Icon Pkg: Greenwich St, Jay Street & Duane",Au Cheval,33 Cortlandt Aly,727.5175669173806,(646) 350-2429,4.3,$$$,975,http://auchevalnyc.com,Burgers,bar
"Icon Pkg: Greenwich St, Jay Street & Duane",Da Claudio,21 Ann St,817.7003537585056,(212) 285-2668,4.2,$$,634,http://www.daclaudionyc.com/about.html,Italian,bar
"Icon Pkg: Greenwich St, Jay Street & Duane",GunBae Tribeca,67 Murray St,361.8603980225748,(212) 321-2500,4.2,$$,502,http://gunbaetribeca.com/,Korean,bar
"Icon Pkg: Greenwich St, Jay Street & Duane",GRECA,452 Washington St,682.2168934652576,(917) 261-4795,4.2,$$,77,https://www.grecanyc.com,Coffee & Tea,bar
"Icon Pkg: Greenwich St, Jay Street & Duane",1803 Nyc,82 Reade St,391.118930244717,(212) 267-3000,4.2,$$,816,https://1803nyc.com,Cajun/Creole,bar
"Icon Pkg: Greenwich St, Jay Street & Duane",The Tyger,1 Howard St,944.4133761785013,(646) 355-8693,4.2,$$$,506,http://www.thetygernyc.com,Cocktail Bars,bar
"Icon Pkg: Greenwich St, Jay Street & Duane",O'Hara's Restaurant and Pub,120 Cedar St,959.4586234796265,(212) 267-3032,4.1,$$,598,,Irish Pub,bar
"Icon Pkg: Greenwich St, Jay Street & Duane",Terroir Tribeca,24 Harrison St,113.95139037106733,(212) 625-9463,4.1,$$,330,http://www.wineisterroir.com,Wine Bars,bar
"Icon Pkg: Greenwich St, Jay Street & Duane",Basement,45 Mott St,1020.9747843625278,(929) 777-1388,4.1,$$,162,https://basementchinatown.com,Wine Bars,bar
"Icon Pkg: Greenwich St, Jay Street & Duane",Il Mulino New York - Tribeca,361 Greenwich St,135.33882274454317,(212) 223-9114,4.1,$$$,61,http://www.ilmulino.com/tribeca,Italian,bar
"Icon Pkg: Greenwich St, Jay Street & Duane",Black Hound Bar & Lounge,301 S End Ave,975.8966745335038,(212) 945-0562,4.1,$$,115,http://blackhoundbar.com/,Lounges,bar
"Icon Pkg: Greenwich St, Jay Street & Duane",Brandy Library,25 N Moore St,373.60497988535644,(212) 226-5545,4.0,$$$,691,http://www.brandylibrary.com/,New American,bar
"Icon Pkg: Greenwich St, Jay Street & Duane",Artezen Hotel,24 John St,936.7026379634577,(212) 566-5511,4.5,$$,68,https://www.artezenhotel.com,Hotels,hotel
"Icon Pkg: Greenwich St, Jay Street & Duane",The Greenwich Hotel,377 Greenwich St,228.16179446499234,(212) 941-8900,4.3,$$$$,83,http://www.thegreenwichhotel.com,Hotels,hotel
"Icon Pkg: Greenwich St, Jay Street & Duane",The Broome Hotel New York,431 Broome St,1016.8438518969385,(212) 431-2929,4.3,$$$,27,http://www.thebroomenyc.com,Hotels,hotel
"Icon Pkg: Greenwich St, Jay Street & Duane",Four Seasons Hotel,27 Barclay St,594.4558079598793,(646) 880-1999,4.3,$$$$,70,http://www.fourseasons.com/newyorkdowntown,Hotels,hotel
"Icon Pkg: Greenwich St, Jay Street & Duane","The Beekman, A Thompson Hotel",123 Nassau St,819.8575128793776,(212) 233-2300,4.2,$$$,201,https://www.thebeekman.com/?src=agn_sabre_prop_yelp_businesslisting_lgath_en_homepage_desktop,Hotels,hotel
"Icon Pkg: Greenwich St, Jay Street & Duane",Conrad New York Downtown,102 N End Ave,544.4917597572808,(212) 945-0100,4.2,$$$,382,https://ad.doubleclick.net/ddm/clk/527828096;335844806;x,Hotels,hotel
"Icon Pkg: Greenwich St, Jay Street & Duane",The Frederick Hotel,95 W Broadway,287.3320789365162,(212) 566-1900,3.9,$,76,https://www.frederickhotelnyc.com/?utm_medium=other&utm_source=yelp,Hotels,hotel
"Icon Pkg: Greenwich St, Jay Street & Duane",Residence Inn by Marriott New York Downtown Manhattan,170 Broadway,926.7403250445158,(212) 600-8900,3.9,$$,70,https://www.marriott.com/hotels/travel/nycrl-residence-inn-new-york-downtown-manhattan-world-trade-center-area/,Hotels,hotel
"Icon Pkg: Greenwich St, Jay Street & Duane",Hotel Mulberry,52 Mulberry St,991.3916028608435,(212) 385-4633,3.9,$$,97,http://www.hotelmulberry.com,Hotels,hotel
"Icon Pkg: Greenwich St, Jay Street & Duane",The Dominick,246 Spring St,952.5155952505694,(212) 842-5500,3.9,$$$$,383,https://thedominickhotel.com,Hotels,hotel
"Icon Pkg: Greenwich St, Jay Street & Duane",Club Quarters - Manhattan,140 Washington St,940.7033914907317,(212) 577-1133,3.8,$$,206,https://clubquartershotels.com/locations/club-quarters-hotel-world-trade-center-new-york-city,Hotels,hotel
"Icon Pkg: Greenwich St, Jay Street & Duane",albany,,688.4283922326827,,4.3,$$,3,http://www.anylodging.com/us/ny/albany-hotels,Hotels,hotel
"Icon Pkg: Greenwich St, Jay Street & Duane",Hilton Garden Inn New York/Tribeca,39 Avenue Of The Americas,553.303161150621,(212) 966-4091,3.8,$$,155,https://ad.doubleclick.net/ddm/clk/527828168;335844878;g,Hotels,hotel
"Icon Pkg: Greenwich St, Jay Street & Duane",The Roxy Hotel -New York,2 6th Ave,499.13267627031854,(212) 519-6600,3.7,$$$,495,https://www.roxyhotelnyc.com/special-offers/?utm_medium=yelp&utm_source=sponsored%20ad&utm_campaign=q1yelp2023,Hotels,hotel
"Icon Pkg: Greenwich St, Jay Street & Duane",Hampton Inn Manhattan-Seaport-Financial District,320 Pearl St,1207.648129887782,(212) 571-4400,3.7,$$,80,https://ad.doubleclick.net/ddm/clk/553243768;362120882;k,Hotels,hotel
"Icon Pkg: Greenwich St, Jay Street & Duane",Smyth Tribeca,85 W Broadway,321.42423716333053,(917) 997-2700,3.6,$$$,119,http://www.smythtribeca.com,Hotels,hotel
"Icon Pkg: Greenwich St, Jay Street & Duane",New York Marriott Downtown,85 W St at Albany St,1001.6444598673081,(212) 385-4900,3.6,$$$,226,https://www.marriott.com/hotels/travel/nycws-new-york-marriott-downtown/,Hotels,hotel
"Icon Pkg: Greenwich St, Jay Street & Duane",Arlo SoHo,231 Hudson St,759.07682201274,(212) 342-7000,3.6,$$,361,http://www.arlohotels.com,Hotels,hotel
"Icon Pkg: Greenwich St, Jay Street & Duane",World Center Hotel,144 Washington St,939.0473382534001,(212) 577-2933,3.5,$$,161,http://www.worldcenterhotel.com,Hotels,hotel
"Icon Pkg: Greenwich St, Jay Street & Duane",Soho Grand Hotel,310 W Broadway,691.1295548150898,(212) 965-3000,3.5,$$,431,http://www.sohogrand.com,Hotels,hotel
